VoteIntention,Region,Gender,Ethnicity,MaritalStatus,Age,Housing,Qualifications
NA,north west,female,white,Partner/Single,55,Owns/Mortgage,GCE
Conservative,east anglia,female,white,Partner/Single,24,Rent/Other,BA
Conservative,west midlands,female,white,Partner/Single,37,Rent/Other,BA
Labour,south west,female,white,Partner/Single,36,Owns/Mortgage,GCE
NA,south east,male,white,Married/Widowed,46,Owns/Mortgage,BA
Labour,south east,male,white,Married/Widowed,41,Owns/Mortgage,GCSE
NA,north west,male,white,Married/Widowed,49,Owns/Mortgage,GCE
Conservative,west midlands,female,white,Married/Widowed,69,Owns/Outright,GCE
LiberalDemocrat,south east,male,white,Married/Widowed,31,Owns/Mortgage,GCE
NA,yorkshire & humberside,female,white,Partner/Single,64,Owns/Outright,Technical/None/Other
NA,east midlands,female,white,Seperated/Divorced,56,Rent/Other,Technical/None/Other
NA,south west,male,white,Married/Widowed,37,Owns/Mortgage,BA
LiberalDemocrat,greater london,male,asian or asian british,Partner/Single,38,Owns/Mortgage,Technical/None/Other
NA,north west,female,white,Married/Widowed,39,Owns/Mortgage,GCE
Conservative,south east,male,white,Married/Widowed,50,Owns/Outright,Technical/None/Other
NA,greater london,male,white,Partner/Single,52,Owns/Mortgage,Technical/None/Other
Other,north west,female,white,Partner/Single,32,Rent/Other,BA
LiberalDemocrat,east midlands,female,white,Married/Widowed,63,Owns/Mortgage,GCE
NA,east midlands,female,white,Married/Widowed,64,Owns/Outright,BA
NA,east midlands,female,white,Married/Widowed,48,Owns/Mortgage,BA
Labour,wales,female,white,Married/Widowed,63,Owns/Outright,Technical/None/Other
Labour,greater london,female,black or black british,Seperated/Divorced,50,Rent/Other,BA
Conservative,greater london,female,white,Partner/Single,26,Owns/Mortgage,BA
NA,east midlands,female,white,Partner/Single,39,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,scotland,male,white,Married/Widowed,74,Owns/Outright,BA
Conservative,yorkshire & humberside,male,white,Partner/Single,30,Rent/Other,GCE
NA,west midlands,female,white,Married/Widowed,64,Owns/Outright,Technical/None/Other
NA,north west,male,white,Married/Widowed,69,Owns/Mortgage,Technical/None/Other
Conservative,east anglia,female,white,Seperated/Divorced,62,Owns/Mortgage,BA
Conservative,east anglia,female,white,Married/Widowed,56,Owns/Mortgage,Technical/None/Other
NA,north,female,white,Partner/Single,39,Rent/Other,Technical/None/Other
NA,north west,female,white,Partner/Single,28,Rent/Other,BA
LiberalDemocrat,greater london,female,white,Married/Widowed,52,Owns/Outright,GCE
LiberalDemocrat,west midlands,male,white,Married/Widowed,46,Owns/Mortgage,BA
Conservative,east midlands,male,white,Married/Widowed,53,Rent/Other,BA
NA,south east,male,white,Partner/Single,20,Rent/Other,Technical/None/Other
NA,east anglia,male,white,Partner/Single,38,Owns/Mortgage,BA
Labour,wales,male,white,Married/Widowed,90,Owns/Outright,GCE
NA,east midlands,female,white,Partner/Single,24,Owns/Outright,BA
Labour,scotland,female,white,Partner/Single,36,Owns/Mortgage,GCSE
NA,north,female,white,Partner/Single,24,Rent/Other,BA
NA,north west,female,white,Seperated/Divorced,52,Rent/Other,GCSE
NA,south west,female,white,Partner/Single,59,Owns/Mortgage,BA
Other,west midlands,male,white,Partner/Single,39,Rent/Other,GCSE
NA,south east,female,white,Partner/Single,50,Owns/Mortgage,GCSE
Conservative,west midlands,male,white,Married/Widowed,55,Owns/Mortgage,Technical/None/Other
NA,yorkshire & humberside,female,white,Married/Widowed,31,Owns/Mortgage,GCSE
NA,yorkshire & humberside,female,white,Married/Widowed,71,Owns/Outright,Technical/None/Other
NA,wales,male,white,Married/Widowed,46,Owns/Mortgage,GCE
LiberalDemocrat,south east,male,white,Partner/Single,52,Owns/Outright,BA
NA,east midlands,male,white,Married/Widowed,45,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,north,male,white,Married/Widowed,62,Owns/Outright,BA
Labour,north west,male,white,Married/Widowed,67,Owns/Mortgage,GCE
NA,south east,male,white,Married/Widowed,68,Rent/Other,Technical/None/Other
Labour,north west,male,white,Married/Widowed,49,Owns/Mortgage,GCE
Labour,north,male,white,Partner/Single,48,Rent/Other,GCSE
Conservative,scotland,male,white,Partner/Single,28,Owns/Mortgage,BA
Conservative,north west,male,white,Married/Widowed,38,Owns/Mortgage,GCSE
Labour,north west,male,white,Partner/Single,51,Owns/Mortgage,GCE
NA,yorkshire & humberside,female,white,Married/Widowed,44,Owns/Mortgage,BA
LiberalDemocrat,south east,male,white,Married/Widowed,55,Owns/Outright,Technical/None/Other
Labour,east anglia,female,white,Married/Widowed,55,Owns/Outright,Technical/None/Other
Conservative,scotland,female,white,Married/Widowed,60,Owns/Mortgage,Technical/None/Other
Conservative,south east,male,white,Seperated/Divorced,49,Rent/Other,GCE
NA,greater london,female,white,Seperated/Divorced,54,Rent/Other,Technical/None/Other
Labour,east anglia,female,white,Partner/Single,27,Owns/Mortgage,GCSE
NA,south east,male,white,Married/Widowed,49,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,east midlands,female,white,Partner/Single,30,Owns/Mortgage,BA
Conservative,north,male,white,Partner/Single,51,Owns/Outright,Technical/None/Other
Labour,yorkshire & humberside,male,white,Married/Widowed,56,Owns/Outright,Technical/None/Other
NA,south west,male,white,Married/Widowed,73,Rent/Other,Technical/None/Other
Conservative,wales,male,white,Partner/Single,37,Owns/Mortgage,Technical/None/Other
NA,south east,female,white,Partner/Single,30,Rent/Other,BA
NA,yorkshire & humberside,female,white,Married/Widowed,53,Owns/Outright,GCE
Labour,east midlands,male,white,Married/Widowed,52,Owns/Outright,GCSE
NA,south west,female,white,Married/Widowed,45,Owns/Mortgage,BA
Conservative,east midlands,male,white,Seperated/Divorced,39,Owns/Mortgage,BA
LiberalDemocrat,greater london,male,white,Partner/Single,36,Owns/Mortgage,Technical/None/Other
Conservative,south east,female,white,Partner/Single,29,Rent/Other,Technical/None/Other
NA,west midlands,female,white,Married/Widowed,58,Owns/Outright,GCSE
Conservative,north west,male,white,Married/Widowed,45,Rent/Other,Technical/None/Other
NA,south west,female,white,Married/Widowed,63,Owns/Outright,GCE
LiberalDemocrat,south east,male,white,Married/Widowed,51,Owns/Mortgage,BA
NA,north,female,white,Seperated/Divorced,54,Owns/Mortgage,GCSE
Labour,south east,female,white,Married/Widowed,54,Owns/Mortgage,GCSE
Conservative,east midlands,male,white,Married/Widowed,51,Owns/Outright,BA
NA,scotland,male,white,Married/Widowed,35,Owns/Mortgage,GCE
NA,north west,female,white,Married/Widowed,51,Owns/Mortgage,Technical/None/Other
NA,yorkshire & humberside,male,white,Seperated/Divorced,61,Rent/Other,BA
Labour,south west,male,white,Married/Widowed,62,Owns/Mortgage,Technical/None/Other
Conservative,west midlands,female,white,Married/Widowed,64,Owns/Outright,Technical/None/Other
Labour,north west,female,white,Married/Widowed,53,Rent/Other,Technical/None/Other
NA,west midlands,female,white,Married/Widowed,58,Rent/Other,Technical/None/Other
Conservative,south east,male,white,Married/Widowed,61,Owns/Outright,BA
NA,south east,female,white,Married/Widowed,52,Owns/Outright,Technical/None/Other
Conservative,south west,male,white,Partner/Single,49,Owns/Mortgage,GCSE
LiberalDemocrat,north west,male,white,Partner/Single,38,Rent/Other,BA
Conservative,greater london,female,white,Married/Widowed,47,Owns/Mortgage,GCE
Labour,south east,female,white,Partner/Single,29,Owns/Mortgage,GCE
Conservative,south east,female,white,Married/Widowed,35,Rent/Other,GCE
Labour,north west,female,white,Partner/Single,43,Owns/Mortgage,GCE
NA,greater london,male,white,Married/Widowed,47,Owns/Mortgage,GCE
Conservative,west midlands,male,white,Partner/Single,34,Owns/Mortgage,BA
LiberalDemocrat,greater london,female,asian or asian british,Partner/Single,27,Owns/Mortgage,BA
Labour,south east,male,white,Partner/Single,40,Owns/Mortgage,BA
NA,yorkshire & humberside,male,white,Partner/Single,39,Owns/Outright,Technical/None/Other
Conservative,yorkshire & humberside,male,white,Married/Widowed,39,Owns/Outright,GCE
LiberalDemocrat,south west,male,white,Married/Widowed,70,Owns/Mortgage,GCSE
LiberalDemocrat,west midlands,male,white,Married/Widowed,63,Owns/Outright,GCE
Conservative,south east,female,white,Partner/Single,46,Rent/Other,Technical/None/Other
Conservative,west midlands,female,white,Married/Widowed,42,Owns/Mortgage,BA
NA,west midlands,male,white,Partner/Single,36,Rent/Other,GCSE
Labour,south east,male,white,Partner/Single,40,Rent/Other,GCE
Labour,north west,male,white,Partner/Single,32,Owns/Outright,GCE
NA,north west,female,white,Partner/Single,29,Owns/Mortgage,BA
NA,greater london,female,white,Married/Widowed,67,Owns/Outright,GCE
NA,south east,female,white,Partner/Single,36,Owns/Mortgage,BA
Other,south west,male,white,Married/Widowed,61,Owns/Mortgage,GCE
Other,south east,female,white,Married/Widowed,35,Rent/Other,Technical/None/Other
NA,greater london,male,white,Partner/Single,24,Rent/Other,Technical/None/Other
Conservative,south east,female,white,Partner/Single,46,Owns/Mortgage,BA
NA,north west,female,white,Married/Widowed,46,Owns/Mortgage,GCE
LiberalDemocrat,wales,female,white,Partner/Single,24,Owns/Mortgage,BA
Labour,west midlands,male,white,Married/Widowed,52,Owns/Mortgage,BA
LiberalDemocrat,west midlands,female,white,Partner/Single,20,Rent/Other,BA
NA,south east,female,white,Partner/Single,49,Owns/Outright,Technical/None/Other
Labour,north west,male,white,Married/Widowed,76,Owns/Outright,GCE
LiberalDemocrat,scotland,male,white,Married/Widowed,60,Owns/Mortgage,BA
Conservative,east anglia,male,white,Married/Widowed,63,Owns/Outright,BA
NA,greater london,female,other ethnic background,Partner/Single,28,Owns/Mortgage,BA
Conservative,south east,female,white,Partner/Single,26,Owns/Mortgage,BA
LiberalDemocrat,west midlands,male,white,Partner/Single,21,Owns/Mortgage,GCE
NA,east anglia,female,white,Married/Widowed,56,Owns/Outright,GCE
Conservative,greater london,female,white,Married/Widowed,54,Owns/Outright,Technical/None/Other
LiberalDemocrat,greater london,male,white,Partner/Single,64,Owns/Outright,GCSE
NA,east midlands,female,white,Married/Widowed,56,Owns/Mortgage,GCE
Other,south west,male,white,Married/Widowed,60,Owns/Mortgage,BA
NA,greater london,female,white,Partner/Single,24,Owns/Mortgage,BA
LiberalDemocrat,south east,male,white,Married/Widowed,51,Owns/Mortgage,BA
Conservative,greater london,male,white,Partner/Single,24,Owns/Outright,BA
NA,wales,female,black or black british,Partner/Single,30,Rent/Other,BA
Conservative,east anglia,male,white,Married/Widowed,33,Owns/Mortgage,BA
Conservative,south west,male,white,Seperated/Divorced,69,Owns/Mortgage,Technical/None/Other
Labour,east midlands,female,white,Married/Widowed,53,Owns/Mortgage,Technical/None/Other
Labour,yorkshire & humberside,male,white,Partner/Single,45,Owns/Outright,BA
Other,scotland,female,white,Partner/Single,29,Owns/Mortgage,BA
Labour,yorkshire & humberside,male,white,Partner/Single,33,Rent/Other,BA
Other,greater london,male,white,Married/Widowed,37,Rent/Other,BA
Conservative,wales,female,white,Married/Widowed,58,Owns/Mortgage,Technical/None/Other
Labour,south east,female,white,Partner/Single,68,Rent/Other,GCSE
LiberalDemocrat,south east,female,white,Married/Widowed,59,Rent/Other,Technical/None/Other
LiberalDemocrat,west midlands,female,white,Partner/Single,63,Owns/Outright,Technical/None/Other
Other,north west,male,white,Married/Widowed,59,Owns/Outright,Technical/None/Other
NA,greater london,male,asian or asian british,Married/Widowed,28,Owns/Mortgage,BA
Conservative,greater london,female,white,Married/Widowed,80,Rent/Other,Technical/None/Other
Other,east anglia,female,white,Married/Widowed,43,Owns/Outright,GCSE
LiberalDemocrat,west midlands,male,white,Married/Widowed,63,Owns/Outright,GCSE
Conservative,south west,male,white,Partner/Single,47,Rent/Other,GCSE
Conservative,south east,male,white,Married/Widowed,51,Owns/Outright,Technical/None/Other
Labour,scotland,female,asian or asian british,Seperated/Divorced,46,Owns/Mortgage,Technical/None/Other
NA,south east,female,white,Married/Widowed,65,Owns/Outright,GCSE
LiberalDemocrat,greater london,female,white,Married/Widowed,31,Owns/Mortgage,BA
NA,east anglia,male,white,Married/Widowed,63,Owns/Outright,GCE
NA,north west,female,black or black british,Partner/Single,43,Owns/Mortgage,BA
NA,west midlands,female,white,Married/Widowed,64,Owns/Outright,GCE
Conservative,south east,female,white,Married/Widowed,44,Owns/Mortgage,GCE
NA,north,female,white,Married/Widowed,49,Owns/Mortgage,GCSE
Labour,south west,female,white,Married/Widowed,60,Owns/Outright,BA
LiberalDemocrat,north west,female,white,Married/Widowed,66,Owns/Mortgage,GCSE
Conservative,scotland,female,white,Partner/Single,27,Owns/Mortgage,BA
Conservative,yorkshire & humberside,male,white,Partner/Single,25,Owns/Outright,BA
Labour,north west,male,white,Married/Widowed,46,Owns/Mortgage,BA
Labour,scotland,male,white,Partner/Single,37,Rent/Other,GCE
Conservative,yorkshire & humberside,female,white,Married/Widowed,74,Owns/Outright,BA
NA,yorkshire & humberside,male,white,Married/Widowed,35,Rent/Other,GCSE
Conservative,south east,male,white,Married/Widowed,79,Owns/Outright,Technical/None/Other
NA,south east,male,white,Partner/Single,28,Owns/Mortgage,BA
NA,scotland,female,white,Partner/Single,64,Owns/Outright,BA
NA,south east,female,white,Partner/Single,33,Rent/Other,BA
Conservative,south east,female,white,Married/Widowed,58,Owns/Outright,GCE
LiberalDemocrat,north,male,white,Married/Widowed,64,Owns/Outright,GCE
NA,south west,male,white,Married/Widowed,45,Owns/Mortgage,BA
Other,south west,male,white,Married/Widowed,60,Owns/Outright,BA
NA,greater london,female,white,Partner/Single,31,Rent/Other,BA
NA,greater london,male,white,Partner/Single,36,Owns/Outright,GCE
Conservative,south east,female,white,Married/Widowed,33,Owns/Mortgage,BA
NA,scotland,male,white,Partner/Single,28,Owns/Mortgage,BA
NA,south east,female,white,Married/Widowed,40,Owns/Outright,BA
NA,north west,male,white,Married/Widowed,72,Rent/Other,Technical/None/Other
NA,east midlands,female,white,Seperated/Divorced,51,Owns/Mortgage,GCSE
Labour,north west,male,white,Married/Widowed,56,Owns/Mortgage,GCE
Labour,greater london,female,white,Married/Widowed,69,Rent/Other,BA
Labour,west midlands,female,white,Partner/Single,46,Rent/Other,Technical/None/Other
LiberalDemocrat,greater london,male,white,Married/Widowed,70,Owns/Outright,BA
Labour,west midlands,male,white,Partner/Single,35,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,south west,male,white,Married/Widowed,66,Owns/Mortgage,BA
Labour,greater london,male,white,Partner/Single,42,Owns/Mortgage,Technical/None/Other
Labour,west midlands,male,white,Married/Widowed,48,Owns/Mortgage,BA
NA,scotland,male,white,Married/Widowed,64,Owns/Outright,Technical/None/Other
Labour,greater london,female,other ethnic background,Partner/Single,57,Owns/Mortgage,BA
LiberalDemocrat,wales,female,white,Partner/Single,33,Owns/Mortgage,BA
Conservative,east anglia,female,white,Married/Widowed,42,Owns/Mortgage,BA
Conservative,south west,male,white,Married/Widowed,68,Owns/Outright,Technical/None/Other
NA,west midlands,female,white,Seperated/Divorced,58,Owns/Mortgage,GCE
Labour,greater london,female,white,Partner/Single,59,Rent/Other,BA
NA,wales,male,white,Married/Widowed,54,Owns/Mortgage,Technical/None/Other
NA,north west,female,white,Married/Widowed,48,Owns/Mortgage,BA
Other,north west,female,white,Married/Widowed,73,Owns/Mortgage,Technical/None/Other
NA,north west,female,white,Seperated/Divorced,53,Rent/Other,GCE
NA,scotland,male,white,Married/Widowed,68,Owns/Outright,Technical/None/Other
NA,south east,male,white,Married/Widowed,59,Owns/Mortgage,Technical/None/Other
Labour,south west,female,white,Partner/Single,67,Owns/Outright,Technical/None/Other
NA,north west,female,white,Partner/Single,24,Rent/Other,BA
Labour,north west,male,white,Partner/Single,40,Rent/Other,GCE
Conservative,scotland,female,white,Seperated/Divorced,59,Rent/Other,GCE
NA,north west,male,other ethnic background,Married/Widowed,84,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,wales,female,white,Married/Widowed,54,Owns/Mortgage,GCSE
NA,scotland,male,asian or asian british,Seperated/Divorced,26,Owns/Outright,BA
Labour,north west,female,white,Partner/Single,37,Owns/Mortgage,BA
NA,greater london,male,white,Partner/Single,44,Owns/Outright,BA
NA,yorkshire & humberside,female,white,Partner/Single,55,Owns/Mortgage,GCE
LiberalDemocrat,east midlands,female,white,Partner/Single,23,Rent/Other,GCE
